54	9	2	0.13	1500	24	0.1	3210	2.34
55	9	2	0.13	1500	7	0.1	3210	2.34
56	450	50	2	13	8	0.2	2330	45000
57	125	30	4	400	10	80	2330	15000
58	125	30	4	330	7	40	2330	15000
59	16	4	0.145	110	1	0.25	3210	9.28
60	225	28	3	75	8	2.8	2330	18900
61	225	28	3	75	8	2.8	2330	15000
62	225	28	3	75	8	2.8	2330	18900
63	225	27.5	3	75	1	2.8	19300	18562.5
64	450	50	2	13	8	0.18	2330	45000
65	250	35	2	40	10	0.8	2330	17500
66	350	35	2	20	10	0.3	2330	24500
67	300	35	2	30	10	0.4	2330	21000
68	250	32.5	1	20	10	0.09	2330	8125
69	350	32.5	1	10	10	0.03	2330	11375
70	300	32.5	1	14	10	0.05	2330	9750
71	125	25	2.1	160	8	5	2330	6562.5
72	125	25	2.1	160	8	5	19300	6562.5
73	125	25	2.1	160	8	5	2330	6562.5
74	125	30	4	325	8	40	2330	15000
75	125	30	4	325	8	40	19300	15000
76	125	30	4	325	8	40	2330	15000
77	225	37.5	7	190	8	45	2330	59062.5
78	225	37.5	7	190	8	45	19300	59062.5
79	225	37.5	7	190	8	45	2330	59062.5
80	225	27.5	3	75	8	2.8	2330	18562.5
81	225	27.5	3	75	8	2.8	19300	18562.5
82	225	27.5	3	75	8	2.8	2330	18562.5
83	125	22.5	1	65	8	0.5	2330	2812.5
84	125	22.5	1	65	35	0.5	19300	2812.5
85	125	22.5	1	65	8	0.5	2330	2812.5
86	110	35	2	205	8	8.9	2330	7700
87	90	35	2	300	8	16	2330	6300
88	130	35	2	150	8	5.4	2330	9100
89	110	35	2	205	8	8.9	19300	7700
90	90	35	2	300	8	16	19300	6300
91	130	35	2	150	8	5.4	19300	9100
92	110	35	2	205	35	8.9	19300	7700
93	90	35	2	300	35	16	19300	6300
94	130	35	2	150	35	5.4	19300	9100
95	110	35	2	205	8	8.9	2330	7700
96	90	35	2	300	8	16	2330	6300
97	130	35	2	150	8	5.4	2330	9100
98	110	32.5	1	90	8	1	2330	3575
99	90	32.5	1	130	8	2	2330	2925
100	130	32.5	1	65	8	0.6	2330	4225
101	110	32.5	1	90	8	1	19300	3575
102	90	32.5	1	130	8	2	19300	2925
103	130	32.5	1	65	8	0.6	19300	4225
104	110	32.5	1	90	35	1	19300	3575
105	90	32.5	1	130	35	2	19300	2925
106	130	32.5	1	65	35	0.6	19300	4225
107	110	32.5	1	90	8	1	2330	3575
108	90	32.5	1	130	8	2	2330	2925
109	130	32.5	1	65	8	0.6	2330	4225
110	500	30	2.7	15	8	0.2	2330	40500
111	210	30	2.7	80	8	2.7	2330	17010
112	150	30	2.7	155	8	7	2330	12150
113	100	50	2.7	350	8	42	2330	13500
114	500	30	2.7	15	8	0.2	2330	40500
115	210	30	2.7	80	8	2.7	2330	17010
116	150	30	2.7	155	8	7	2330	12150
117	100	50	2.7	350	8	42	2330	13500
118	225	38	7	190	8	48	2330	59850
119	175	22	0.55	22	2	0.07	3210	2117.5
120	225	28	3	75	10	3	19300	18900
121	225	28	3	75	10	3	2330	18900
122	225	28	3	75	25	3	19300	18900
123	225	28	3	75	10	3	19300	18900
124	125	30	4	320	8	42	2330	15000
125	125	30	4	320	8	42	2330	15000
126	225	38	7	190	8	48	2330	59850
127	225	38	7	190	8	48	2330	59850
128	150	27	2.8	160	8	7.4	2330	11340
129	150	27	2.8	160	8	7.4	2330	11340
130	110	32.5	1	90	8	1	2330	3575
131	90	32.5	1	130	8	2	2330	2925
132	130	32.5	1	65	8	0.6	2330	4225
133	125	30	4	400	10	80	2330	15000
134	225	37.5	7	210	10	72	2330	59062.5
135	125	30	4	320	2	42	2330	15000
136	225	38	7	190	2	48	2330	59850
137	225	33	5	130	2	15	2330	37125
138	240	40	2.6	70	7	2	2330	24960
139	160	40	4	300	7	26	2330	25600
140	36	16	0.31	165	1	0.35	3210	178.56
141	36	16	0.25	100	1	0.12	3210	144
142	36	16	0.25	100	1	0.12	3210	144
143	100	40	0.5	67	10	0.48	3210	2000
144	200	40	0.5	17	10	0.06	3210	4000
145	100	13.5	0.5	67	10	0.32	19300	675
146	100	13.5	0.5	67	40	0.32	19300	675
147	200	28	0.5	17	40	0.08	19300	2800
148	200	28	0.5	17	10	0.08	19300	2800
149	100	13.5	0.5	67	10	0.32	3210	675
150	450	50	2	13	10	0.2	2330	45000
151	225	48	1	25	10	0.2	2330	10800
152	450	50	2	13	7	0.2	2330	45000
153	450	50	2	13	7	0.2	2330	45000
154	225	48	1	25	7	0.2	2330	10800
155	225	48	1	25	7	0.2	2330	10800
156	225	48	1	25	7	0.2	2330	10800
157	225	48	1	25	7	0.2	2330	10800
158	225	28	3	75	7	2.8	2330	18900
159	225	28	3	75	7	2.8	19300	18900
160	225	28	3	75	7	2.8	2330	18900
161	225	28	3	75	10	2.8	2330	18900
162	225	48	1	23	10	0.2	2330	10800
163	225	48	1	23	7	0.2	2330	10800
164	125	30	4	330	7	42	2330	15000
165	125	30	4	330	7	42	19300	15000
166	125	30	4	330	7	42	2330	15000
167	225	38	7	190	7	48	2330	59850
168	225	38	7	190	7	48	19300	59850
169	225	38	7	190	7	48	2330	59850
170	150	27	2.8	160	7	7.4	2330	11340
171	150	27	2.8	160	7	7.4	19300	11340
172	150	27	2.8	160	7	7.4	2330	11340
173	225	28	3	75	7	2.8	2330	18900
174	225	28	3	75	7	2.8	2330	18900
175	125	30	4	330	7	42	2330	15000
176	450	50	2	13	7	0.2	2330	45000
177	225	28	3	75	7	2.8	2330	18900
178	225	28	3	75	7	2.8	2330	18900
179	125	30	4	330	7	42	2330	15000
180	225	33	5	130	7	15	2330	37125
181	225	33	5	130	7	15	2330	37125
182	450	50	2	13	10	0.2	2330	45000
183	125	30	4	330	7	42	2330	15000
184	150	27	2.8	160	7	7.4	2330	11340
185	450	55	4	27	10	1.6	2330	99000
186	225	57	5	130	7	27	2330	64125
187	225	38	7	190	2	48	19300	59850
188	225	38	7	1190	2	48	2330	59850
189	40	20	0.4	90	10	0.3	19300	320
190	60	25	0.4	50	10	0.1	19300	600
191	80	30	0.4	30	10	0.06	19300	960
192	40	20	0.4	90	30	0.3	19300	320
193	60	25	0.4	50	30	0.1	19300	600
194	80	30	0.4	30	30	0.06	19300	960
195	100	14	0.9	50	10	0.3	19300	1260
196	200	28	0.9	20	10	0.08	19300	5040
197	125	35	0.75	30	10	0.1	2650	3281.25
198	40	22	2.5	800	10	80	19300	2200
199	60	27	2.5	420	10	30	19300	4050
200	80	32	2.5	250	10	15	19300	6400
201	115	25	1	60	10	0.5	2650	2875
202	125	34	0.35	11	10	0.01	2650	1487.5
203	110	40	0.58	55	1	0.25	3210	2552
204	115	25	0.65	70	2	0.4	3210	1868.75
205	70	10	0.6	150	2	0.7	3210	420
206	450	50	2	13	20	0.2	2330	45000
207	450	50	2	13	10	0.2	2330	45000
208	450	50	2	7	10	0.2	2330	45000
209	225	45	1	8	10	0.2	2330	10125
210	450	45	1	6.5	10	0.02	2330	20250
211	450	50	2	15	10	0.2	2330	45000
212	225	33	5	130	8	15	2330	37125
213	100	16	0.52	30	15	0.27	19300	832
214	200	30	0.52	10	15	0.06	19300	3120
215	120	25	0.6	65	2	0.35	3210	1800
216	120	25	0.6	65	2	0.35	2330	1800
217	225	30	3	75	2	2.8	2330	20250
218	225	30	3	75	2	2.8	2330	20250
219	125	30	4	330	2	42	2330	15000
220	125	30	4	330	2	42	2330	15000
221	225	38	7	190	2	48	2330	59850
222	225	38	7	190	2	48	2330	59850
223	225	33	5	130	2	15	2330	37125
224	225	33	5	130	2	15	2330	37125
225	125	25	2.1	150	10	5	2330	6562.5
226	125	25	2.1	150	10	5	2330	6562.5
227	125	25	2.1	150	10	5	19300	6562.5
228	225	38	7	190	10	48	19300	59850
229	225	38	7	190	10	48	2330	59850
230	225	38	7	190	10	48	19300	59850
231	125	30	4	300	10	40	19300	15000
232	125	30	4	300	10	40	2330	15000
233	125	30	4	300	10	40	19300	15000
234	125	30	4	320	8	42	2330	15000
235	125	30	4	320	2	42	3210	15000
236	125	30	4	320	8	42	2330	15000
237	20	10	0.19	300	10	0.3	19300	38
238	7	2	0.08	1200	10	0.15	19300	1.12
239	7	3	0.1	1500	10	0.6	19300	2.1
240	500	30	2.7	15	10	0.2	2330	40500
241	210	30	2.7	80	10	2.7	2330	17010
242	200	28	0.5	17	10	0.08	19300	2800
243	100	13.5	0.5	67	10	0.32	19300	675
244	225	57	5	130	8	27	2330	64125
